암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,한마음안과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 풍덕천로 119, 3층 306호 (풍덕천동, 수지로얄스포츠센터)",안과,2000-06-28
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjEyMjIjNjEjJDEjJDgjJDgz,한마음연세이비인후과의원,의원,경기도,의정부시,"경기도 의정부시 용민로 77, 301호 (용현동, 한마음미주빌딩)",이비인후과,2003-12-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,한마음외과의원,의원,경기도,수원시 권선구,경기도 수원시 권선구 경수대로 321 (세류동),외과,1993-03-18
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,한마음외과의원,의원,경기도,의정부시,"경기도 의정부시 용민로 77, 1,2층 (용현동)",외과,2003-12-30
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,한마음의원,의원,경기도,가평군,경기도 가평군 설악면 신천중앙로 118,일반의,2025-09-23
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,한마음의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 석수로5길 8, 2, 3층 (선부동)",일반의,2016-10-18
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,한마음의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 권율대로 896-15, 2층 (신원동)",일반의,2021-05-14
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,한마음의원,의원,경기도,화성시,"경기도 화성시 비봉면 비봉로 112, 2층",일반의,2011-11-15
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz,한마음의원,의원,경기도,평택시,"경기도 평택시 세교상가1길 6 (세교동, 개암빌딩)",일반의,1999-04-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,한마음의원,의원,경기도,오산시,"경기도 오산시 오산로272번길 17, 2층 (오산동)",일반의,2006-10-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz,한마음이비인후과의원,의원,경기도,양주시,"경기도 양주시 회정로 134 (덕정동, 두리테크 308호)",이비인후과,2000-10-17
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,한명길소아청소년과의원,의원,경기도,부천시 오정구,"경기도 부천시 오정구 소사로 709, 402호일부, 403호 (원종동, 그린메디칼프라자)",소아청소년과,1999-03-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,한뫼마취통증의학과의원,의원,경기도,이천시,"경기도 이천시 영창로 214, 2층 (창전동, 동남빌딩)",마취통증의학과,2005-12-15
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,한미의원,의원,경기도,부천시 소사구,경기도 부천시 소사구 성주로 200 (심곡본동),일반의,1993-06-09
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,한병상이비인후과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 용현로 27, 201,202호 (행신동)",이비인후과,1996-03-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,한분한본재활의학과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 185, 3층 (태평동)",재활의학과,2025-01-23
